midx,midy,midz,cut_real,cut_est,ugcut,f1
474884.006,7479792.819,1632.500, 0.130, 0.096,10,4
474128.050,7479821.993,1632.500, 0.994, 0.112,10,5
474148.362,7479820.892,1632.500, 1.195, 0.122,10,5
474184.415,7479827.774,1632.500, 0.544, 0.089,10,5
474153.947,7479829.427,1632.500, 0.721, 0.133,10,5
474739.508,7479823.339,1632.500, 1.000, 0.229,10,4
474777.892,7479818.337,1632.500, 0.530, 0.252,10,4
474762.969,7479807.319,1632.500, 0.840, 0.247,10,4
474767.231,7479817.134,1632.500, 0.865, 0.243,10,4
474773.630,7479808.523,1632.500, 1.027, 0.222,10,4
474784.224,7479809.756,1632.500, 0.623, 0.241,10,4
474830.234,7479827.815,1632.500, 0.330, 0.149,10,4
474826.666,7479820.304,1632.500, 0.480, 0.181,10,4
474840.848,7479829.166,1632.500, 1.250, 0.140,10,4
474866.501,7479793.450,1632.500, 0.176, 0.210,10,4
474866.400,7479809.088,1632.500, 0.362, 0.133,10,4
474840.554,7479822.072,1632.500, 0.570, 0.144,10,4
474833.610,7479821.188,1632.500, 0.460, 0.151,10,4
474868.330,7479825.607,1632.500, 0.150, 0.112,10,4
474862.077,7479831.867,1632.500, 0.140, 0.122,10,4
474861.386,7479824.723,1632.500, 0.180, 0.150,10,4
474854.442,7479823.839,1632.500, 0.110, 0.156,10,4
474847.498,7479822.956,1632.500, 0.430, 0.160,10,4
474884.284,7479804.967,1632.500, 0.083, 0.074,10,4
474900.751,7479815.256,1632.500, 0.076, 0.103,10,4
474875.274,7479826.491,1632.500, 0.060, 0.088,10,4
474888.271,7479830.308,1632.500, 0.060, 0.090,10,4
474893.776,7479832.053,1632.500, 0.070, 0.096,10,4
473975.584,7479854.949,1617.500, 1.260, 0.290,10,45
473982.011,7479852.176,1617.500, 1.490, 0.185,10,45
474105.382,7479859.558,1632.500, 0.131, 0.174,10,5
474104.566,7479852.203,1632.500, 0.232, 0.170,10,5
474124.493,7479848.700,1632.500, 0.398, 0.077,10,5
474140.169,7479861.065,1632.500, 0.580, 0.080,10,5
474178.130,7479861.283,1632.500, 0.270, 0.064,10,5
474180.963,7479854.481,1632.500, 0.256, 0.058,10,5
474175.273,7479845.946,1632.500, 0.320, 0.064,10,5
474185.429,7479845.395,1632.500, 1.339, 0.063,10,5
474205.741,7479844.293,1632.500, 1.266, 0.105,10,5
474220.122,7479862.105,1632.500, 0.282, 0.208,10,5
474191.119,7479853.930,1632.500, 0.445, 0.073,10,5
474190.000,7479836.309,1632.500, 0.469, 0.072,10,5
474192.128,7479861.557,1632.500, 0.586, 0.159,10,5
474206.125,7479861.831,1632.500, 0.242, 0.191,10,5
474201.275,7479853.379,1632.500, 0.084, 0.113,10,5
474234.120,7479862.379,1632.500, 1.335, 0.199,10,5
474629.856,7479865.337,1632.500, 0.151, 0.071,10,4
474743.770,7479833.154,1632.500, 2.823, 0.252,10,4
474869.787,7479842.224,1632.500, 0.160, 0.094,10,4
474872.691,7479833.218,1632.500, 0.050, 0.101,10,4
474902.596,7479852.316,1632.500, 0.090, 0.103,10,4
474904.379,7479835.680,1632.500, 0.080, 0.097,10,4
474910.721,7479837.711,1632.500, 0.070, 0.085,10,4
474897.633,7479841.467,1632.500, 0.060, 0.094,10,4
474894.952,7479850.122,1632.500, 0.100, 0.104,10,4
474888.049,7479847.297,1632.500, 0.250, 0.091,10,4
474880.107,7479844.891,1632.500, 0.060, 0.096,10,4
474910.265,7479854.435,1632.500, 0.080, 0.111,10,4
474890.470,7479838.301,1632.500, 0.090, 0.106,10,4
474882.976,7479836.044,1632.500, 0.060, 0.108,10,4
474898.013,7479834.135,1632.500, 0.070, 0.095,10,4
474905.276,7479843.662,1632.500, 0.060, 0.118,10,4
474932.144,7479858.747,1632.500, 0.080, 0.112,10,4
474921.328,7479849.749,1632.500, 0.050, 0.110,10,4
474939.838,7479849.624,1632.500, 0.090, 0.091,10,4
474924.944,7479842.678,1632.500, 0.080, 0.089,10,4
474912.946,7479845.780,1632.500, 0.130, 0.109,10,4
474916.703,7479839.522,1632.500, 0.060, 0.112,10,4
473991.622,7479879.789,1632.500, 0.300, 0.175,10,43
474058.898,7479885.040,1632.500, 0.270, 0.226,10,43
474040.228,7479904.902,1617.500, 0.220, 0.273,10,45
474030.742,7479889.067,1632.500, 0.180, 0.134,10,43
474047.653,7479898.934,1632.500, 0.320, 0.232,10,43
474081.589,7479899.089,1632.500, 0.300, 0.182,10,43
474105.031,7479893.171,1632.500, 0.370, 0.214,10,43
474075.876,7479908.853,1632.500, 0.540, 0.159,10,43
474093.014,7479879.562,1632.500, 1.150, 0.164,10,43
474138.149,7479899.347,1632.500, 1.790, 0.197,10,43
474126.950,7479879.717,1632.500, 0.300, 0.091,10,43
474121.124,7479909.059,1632.500, 1.080, 0.198,10,43
474185.762,7479879.328,1632.500, 2.950, 0.147,10,43
474158.763,7479879.593,1632.500, 1.220, 0.088,10,43
474229.506,7479874.706,1632.500, 0.068, 0.233,10,3
474215.235,7479874.518,1632.500, 0.179, 0.227,10,43
474219.140,7479893.570,1632.500, 1.110, 0.295,10,3
474201.241,7479874.650,1632.500, 1.085, 0.184,10,43
474201.635,7479888.644,1632.500, 0.605, 0.242,10,43
474201.833,7479895.642,1632.500, 0.827, 0.217,10,43
474209.225,7479895.839,1632.500, 0.488, 0.260,10,43
474215.827,7479895.510,1632.500, 0.107, 0.299,10,3
474218.983,7479877.571,1632.500, 0.410, 0.234,10,43
474215.630,7479888.512,1632.500, 0.386, 0.326,10,43
474208.830,7479881.844,1632.500, 0.576, 0.218,10,43
474223.219,7479895.838,1632.500, 0.152, 0.250,10,3
474230.183,7479898.697,1632.500, 0.418, 0.230,10,3
474235.139,7479893.414,1632.500, 1.260, 0.230,10,43
474237.729,7479882.478,1632.500, 0.885, 0.285,10,3
474229.732,7479882.703,1632.500, 3.071, 0.282,10,43
474237.954,7479890.474,1632.500, 1.620, 0.228,10,43
474238.180,7479898.471,1632.500, 1.530, 0.217,10,43
474009.551,7479922.304,1632.500, 0.160, 0.164,10,43
474019.090,7479947.752,1632.500, 0.170, 0.096,10,42
474024.802,7479937.989,1632.500, 0.130, 0.104,10,42
474006.179,7479924.326,1617.500, 0.660, 0.247,10,45
474001.395,7479949.143,1632.500, 0.210, 0.088,10,42
474057.139,7479914.768,1617.500, 0.150, 0.169,10,45
474030.496,7479914.535,1632.500, 0.130, 0.124,10,43
474041.827,7479928.277,1632.500, 0.110, 0.176,10,43
474029.475,7479915.160,1617.500, 0.270, 0.337,10,45
474030.496,7479914.535,1617.500, 0.230, 0.337,10,45
474058.738,7479938.143,1632.500, 0.470, 0.187,10,43
474047.426,7479938.092,1632.500, 0.130, 0.168,10,43
474107.986,7479924.790,1617.500, 0.200, 0.149,10,45
474092.674,7479938.298,1632.500, 0.180, 0.142,10,43
474102.274,7479934.554,1617.500, 0.300, 0.169,10,45
474070.006,7479924.418,1632.500, 0.190, 0.153,10,43
474080.003,7479928.475,1617.500, 1.250, 0.127,10,45
474092.787,7479918.719,1632.500, 0.150, 0.154,10,43
474115.411,7479918.823,1632.500, 0.310, 0.212,10,43
474109.585,7479948.165,1632.500, 0.250, 0.186,10,43
474138.035,7479918.926,1632.500, 1.410, 0.218,10,43
474137.922,7479938.505,1632.500, 1.230, 0.269,10,43
474116.025,7479933.632,1632.500, 0.440, 0.219,10,43
474167.680,7479930.704,1632.500, 0.460, 0.161,10,43
474183.605,7479940.185,1632.500, 0.540, 0.138,10,43
474205.251,7479921.940,1632.500, 0.640, 0.160,10,43
474215.702,7479940.614,1632.500, 0.160, 0.094,10,43
474205.125,7479945.999,1632.500, 0.340, 0.088,10,43
473926.764,7479985.690,1617.500, 0.210, 0.061,10,45
473921.330,7479976.418,1617.500, 0.050, 0.063,10,45
474013.377,7479957.516,1632.500, 0.130, 0.093,10,42
474047.199,7479977.250,1632.500, 0.120, 0.089,10,42
474041.487,7479987.013,1632.500, 0.160, 0.104,10,42
474041.545,7479953.605,1632.500, 0.130, 0.091,10,42
474064.224,7479967.538,1632.500, 0.290, 0.114,10,43
474087.189,7479961.503,1632.500, 0.230, 0.151,10,43
474081.135,7479977.404,1632.500, 0.120, 0.132,10,43
474105.714,7479985.276,1632.500, 0.110, 0.121,10,43
474126.383,7479977.611,1632.500, 0.170, 0.232,10,43
474109.472,7479967.744,1632.500, 0.060, 0.222,10,43
474113.442,7479985.583,1632.500, 0.130, 0.153,10,43
474126.764,7479963.980,1632.500, 1.120, 0.308,10,43
474183.357,7479958.716,1632.500, 0.650, 0.118,10,43
474194.056,7479958.859,1632.500, 0.250, 0.117,10,43
474226.153,7479959.288,1632.500, 0.650, 0.088,10,43
474241.830,7479987.300,1632.500, 0.160, 0.090,10,43
474242.078,7479968.768,1632.500, 0.340, 0.069,10,43
473933.322,7479998.077,1617.500, 0.170, 0.064,10,45
473973.021,7480032.926,1617.500, 0.040, 0.025,10,45
473973.472,7480018.844,1617.500, 0.060, 0.032,10,45
473962.054,7480013.165,1617.500, 0.240, 0.029,10,45
473972.993,7480014.744,1617.500, 0.050, 0.033,10,45
473954.009,7480018.062,1632.500, 0.130, 0.089,10,42
473969.504,7480002.486,1617.500, 0.100, 0.056,10,45
473988.701,7480012.353,1617.500, 0.480, 0.038,10,45
473994.413,7480002.589,1617.500, 0.960, 0.119,10,45
474005.612,7480022.220,1617.500, 0.070, 0.038,10,45
474086.645,7480032.352,1632.500, 0.100, 0.175,10,43
474092.436,7480023.336,1632.500, 0.130, 0.181,10,43
474074.866,7479996.442,1632.500, 0.100, 0.155,10,43
474075.196,7480026.326,1632.500, 0.260, 0.241,10,43
474145.043,7480023.075,1632.500, 0.230, 0.151,10,43
474140.771,7480001.801,1632.500, 0.250, 0.154,10,43
474177.388,7480004.973,1632.500, 0.280, 0.161,10,43
474151.212,7480001.042,1632.500, 0.130, 0.157,10,43
474155.742,7480023.218,1632.500, 0.360, 0.163,10,43
474160.968,7480032.555,1632.500, 0.224, 0.160,10,43
474161.216,7480014.024,1632.500, 0.159, 0.182,10,43
474155.990,7480004.687,1632.500, 0.208, 0.169,10,43
474177.140,7480023.504,1632.500, 0.210, 0.188,10,43
473976.061,7480050.259,1617.500, 0.040, 0.030,10,45
473987.868,7480055.012,1617.500, 0.070, 0.031,10,45
473963.702,7480053.241,1617.500, 0.180, 0.057,10,45
473953.703,7480034.800,1617.500, 0.030, 0.051,10,45
474023.405,7480064.478,1632.500, 0.140, 0.086,10,42
473989.355,7480050.278,1617.500, 0.030, 0.033,10,45
473999.146,7480059.964,1617.500, 0.070, 0.037,10,45
473992.092,7480043.403,1617.500, 0.030, 0.031,10,45
474018.409,7480065.225,1632.500, 0.100, 0.084,10,42
473991.901,7480039.581,1617.500, 0.020, 0.030,10,45
474041.147,7480045.750,1632.500, 0.060, 0.059,10,42
474058.058,7480055.616,1632.500, 0.090, 0.054,10,42
474062.746,7480054.765,1632.500, 0.130, 0.138,10,42
474033.585,7480060.663,1632.500, 0.120, 0.073,10,42
474077.651,7480070.555,1632.500, 0.270, 0.069,10,42
474075.082,7480045.904,1632.500, 0.040, 0.105,10,43
474096.526,7480050.228,1632.500, 0.090, 0.118,10,43
474128.623,7480050.657,1632.500, 0.070, 0.086,10,43
474141.622,7480055.645,1632.500, 0.960, 0.097,10,43
474186.810,7480072.751,1632.500, 0.250, 0.147,10,43
474176.892,7480042.035,1632.500, 0.420, 0.164,10,43
474181.870,7480069.904,1632.500, 0.500, 0.129,10,43
474176.645,7480060.567,1632.500, 0.620, 0.161,10,43
474163.717,7480036.807,1632.500, 0.210, 0.145,10,43
474182.118,7480051.372,1632.500, 0.380, 0.162,10,43
474154.317,7480046.364,1632.500, 0.410, 0.126,10,43
474198.043,7480060.853,1632.500, 0.480, 0.120,10,43
474198.291,7480042.321,1632.500, 0.760, 0.143,10,43
474203.268,7480070.190,1632.500, 0.465, 0.163,10,43
474198.102,7480049.082,1632.500, 0.640, 0.177,10,43
474006.566,7480076.276,1617.500, 0.400, 0.050,10,45
474018.296,7480084.804,1632.500, 0.180, 0.111,10,42
474040.806,7480104.486,1632.500, 0.140, 0.169,10,42
474045.437,7480103.484,1632.500, 0.160, 0.123,10,42
474063.430,7480104.589,1632.500, 0.120, 0.076,10,42
474052.118,7480104.538,1632.500, 0.090, 0.113,10,42
474049.104,7480100.659,1632.500, 0.130, 0.109,10,42
474040.920,7480084.907,1632.500, 0.200, 0.095,10,42
474103.079,7480094.980,1632.500, 0.250, 0.117,10,42
474074.856,7480085.062,1632.500, 0.100, 0.071,10,42
474079.605,7480084.363,1632.500, 0.240, 0.079,10,42
474069.143,7480094.826,1632.500, 0.060, 0.076,10,42
474097.366,7480104.744,1632.500, 0.390, 0.106,10,42
474090.217,7480105.303,1632.500, 0.140, 0.100,10,42
474123.450,7480102.608,1632.500, 0.130, 0.120,10,42
474144.300,7480078.669,1632.500, 0.740, 0.135,10,43
474135.019,7480110.629,1632.500, 0.180, 0.113,10,42
474111.955,7480096.771,1632.500, 0.180, 0.115,10,42
474154.658,7480087.812,1632.500, 0.310, 0.139,10,43
474166.275,7480083.836,1632.500, 0.340, 0.137,10,43
474154.751,7480097.343,1632.500, 0.950, 0.108,10,43
474197.795,7480079.384,1632.500, 0.170, 0.212,10,43
474197.547,7480097.915,1632.500, 0.060, 0.083,10,43
474192.322,7480088.578,1632.500, 0.546, 0.141,10,43
474219.193,7480079.670,1632.500, 1.060, 0.176,10,43
474208.933,7480085.296,1632.500, 0.270, 0.174,10,43
474218.945,7480098.201,1632.500, 0.780, 0.173,10,43
474018.069,7480123.962,1632.500, 0.290, 0.190,10,42
474002.698,7480135.603,1632.500, 0.350, 0.211,10,42
473996.803,7480141.400,1632.500, 0.210, 0.175,10,42
474017.956,7480143.540,1632.500, 0.470, 0.217,10,42
474010.237,7480120.880,1632.500, 0.270, 0.171,10,42
473993.178,7480129.071,1632.500, 0.160, 0.147,10,42
474013.387,7480125.187,1617.500, 0.330, 0.176,10,45
474017.561,7480130.018,1632.500, 0.490, 0.199,10,42
474063.203,7480143.747,1632.500, 0.280, 0.090,10,42
474063.317,7480124.168,1632.500, 0.120, 0.092,10,42
474060.576,7480134.905,1632.500, 0.190, 0.095,10,42
474035.094,7480114.250,1632.500, 0.080, 0.169,10,42
474068.916,7480133.983,1632.500, 0.140, 0.078,10,42
474091.540,7480134.086,1632.500, 0.110, 0.067,10,42
474080.341,7480114.456,1632.500, 0.210, 0.081,10,42
474102.978,7480140.020,1632.500, 0.370, 0.068,10,42
474097.139,7480143.902,1632.500, 0.130, 0.061,10,42
474092.736,7480122.605,1632.500, 0.140, 0.096,10,42
474097.253,7480124.323,1632.500, 0.280, 0.085,10,42
474080.228,7480134.035,1632.500, 0.220, 0.079,10,42
474091.653,7480114.508,1632.500, 0.120, 0.094,10,42
474069.030,7480114.404,1632.500, 0.120, 0.088,10,42
474143.928,7480142.069,1632.500, 0.150, 0.113,10,42
474146.850,7480149.944,1632.500, 0.260, 0.110,10,42
474164.707,7480153.080,1632.500, 0.160, 0.140,10,43
474170.180,7480143.886,1632.500, 0.560, 0.175,10,43
474181.536,7480120.000,1632.500, 0.430, 0.130,10,43
474154.503,7480115.874,1632.500, 0.100, 0.081,10,42
474197.299,7480116.447,1632.500, 0.790, 0.171,10,43
474197.052,7480134.978,1632.500, 1.250, 0.154,10,43
474019.091,7480165.263,1632.500, 0.430, 0.234,10,42
474013.959,7480155.198,1632.500, 0.340, 0.201,10,42
474003.778,7480153.538,1632.500, 0.190, 0.188,10,42
474068.803,7480153.562,1632.500, 0.150, 0.074,10,42
474063.090,7480163.326,1632.500, 0.290, 0.084,10,42
474068.689,7480173.141,1632.500, 0.130, 0.089,10,42
474080.115,7480153.614,1632.500, 0.270, 0.071,10,42
474074.551,7480174.838,1632.500, 0.210, 0.100,10,42
474091.427,7480153.665,1632.500, 0.090, 0.069,10,42
474084.754,7480172.934,1632.500, 0.150, 0.092,10,42
474080.001,7480173.192,1632.500, 0.200, 0.097,10,42
474137.587,7480180.519,1632.500, 0.070, 0.103,10,43
474116.360,7480154.129,1632.500, 0.100, 0.070,10,42
474137.835,7480161.988,1632.500, 0.070, 0.091,10,42
474110.964,7480170.896,1632.500, 0.116, 0.071,10,43
474121.663,7480171.039,1632.500, 0.069, 0.075,10,43
474127.136,7480161.845,1632.500, 0.060, 0.076,10,42
474326.131,7480179.091,1632.500, 0.240, 0.091,10,44
474330.170,7480183.094,1632.500, 0.150, 0.102,10,44
474314.246,7480173.614,1632.500, 1.480, 0.083,10,44
474330.418,7480164.563,1632.500, 0.420, 0.083,10,44
474346.590,7480155.512,1632.500, 0.470, 0.050,10,44
474344.647,7480156.029,1632.500, 0.460, 0.050,10,44
474341.117,7480164.706,1632.500, 0.270, 0.057,10,44
474346.343,7480174.043,1632.500, 0.200, 0.074,10,44
474389.139,7480174.615,1632.500, 0.870, 0.099,10,44
474388.891,7480193.147,1632.500, 0.600, 0.108,10,44
474367.493,7480192.861,1632.500, 1.620, 0.086,10,44
474387.202,7480178.400,1632.500, 0.250, 0.092,10,44
474394.364,7480183.953,1632.500, 1.900, 0.094,10,44
474411.048,7480188.941,1632.500, 0.230, 0.100,10,44
474394.612,7480165.421,1632.500, 0.330, 0.104,10,44
474068.038,7480224.730,1632.500, 0.300, 0.093,10,42
474102.696,7480220.828,1632.500, 0.280, 0.104,10,43
474069.913,7480220.205,1632.500, 0.270, 0.101,10,42
474126.641,7480198.907,1632.500, 0.090, 0.103,10,43
474137.092,7480217.582,1632.500, 0.140, 0.163,10,43
474131.866,7480208.245,1632.500, 0.100, 0.151,10,43
474110.424,7480222.268,1632.500, 0.250, 0.112,10,43
474127.500,7480194.164,1632.500, 0.080, 0.074,10,43
474121.167,7480208.102,1632.500, 0.090, 0.095,10,43
474179.888,7480218.154,1632.500, 0.360, 0.184,10,43
474163.963,7480208.674,1632.500, 0.236, 0.221,10,43
474367.245,7480211.392,1632.500, 0.760, 0.095,10,44
474378.377,7480217.658,1632.500, 0.180, 0.081,10,44
474388.643,7480211.678,1632.500, 1.110, 0.103,10,44
474388.395,7480230.209,1632.500, 0.080, 0.087,10,44
474383.418,7480202.341,1632.500, 1.200, 0.104,10,44
474410.041,7480211.964,1632.500, 0.100, 0.091,10,44
474393.869,7480221.015,1632.500, 0.670, 0.080,10,44
474410.289,7480193.433,1632.500, 0.510, 0.099,10,44
474404.816,7480202.627,1632.500, 0.080, 0.109,10,44
474422.250,7480221.441,1632.500, 0.150, 0.077,10,29
474442.129,7480201.269,1632.500, 0.130, 0.071,10,29
474454.338,7480218.915,1632.500, 3.130, 0.063,10,29
474443.642,7480219.757,1632.500, 0.140, 0.068,10,29
474504.221,7480217.578,1617.500, 0.087, 0.056,10,31
474508.790,7480212.261,1617.500, 0.079, 0.056,10,31
474509.773,7480221.841,1617.500, 0.054, 0.043,10,31
474520.877,7480230.367,1617.500, 0.042, 0.045,10,30
474580.809,7480219.143,1602.500, 0.150, 0.106,10,32
474589.268,7480217.674,1602.500, 0.304, 0.109,10,32
474075.037,7480255.144,1632.500, 0.100, 0.103,10,42
474147.306,7480271.396,1632.500, 0.380, 0.103,10,44
474179.588,7480261.982,1632.500, 0.270, 0.095,10,44
474163.220,7480264.268,1632.500, 0.230, 0.115,10,44
474164.501,7480261.890,1632.500, 0.160, 0.116,10,44
474423.764,7480239.929,1632.500, 1.250, 0.066,10,29
474446.669,7480256.733,1632.500, 0.350, 0.060,10,29
474462.361,7480273.235,1602.500, 0.090, 0.035,10,32
474468.496,7480269.916,1602.500, 0.100, 0.032,10,32
474455.851,7480237.403,1632.500, 0.060, 0.060,10,29
474445.155,7480238.245,1632.500, 0.110, 0.059,10,29
474434.460,7480239.087,1632.500, 0.340, 0.063,10,29
474464.405,7480272.307,1617.500, 0.258, 0.053,10,30
474444.323,7480269.322,1617.500, 0.120, 0.059,10,30
474463.196,7480260.197,1617.500, 0.220, 0.051,10,30
474489.453,7480253.366,1617.500, 0.130, 0.058,10,30
474496.371,7480234.563,1617.500, 0.180, 0.059,10,30
474489.439,7480269.844,1602.500, 0.060, 0.034,10,32
474498.086,7480255.599,1617.500, 0.090, 0.066,10,30
474485.792,7480243.732,1617.500, 0.230, 0.061,10,30
474509.891,7480268.863,1602.500, 0.220, 0.071,10,32
474495.557,7480262.189,1632.500, 0.080, 0.054,10,29
474489.453,7480253.366,1632.500, 0.080, 0.045,10,29
474477.243,7480235.720,1632.500, 0.070, 0.060,10,29
474483.348,7480244.543,1632.500, 0.030, 0.052,10,29
474480.270,7480272.695,1632.500, 0.050, 0.040,10,29
474503.493,7480242.973,1617.500, 0.075, 0.062,10,30
474502.892,7480273.159,1617.500, 0.219, 0.085,10,30
474492.588,7480268.106,1617.500, 0.136, 0.067,10,30
474481.952,7480260.814,1617.500, 0.560, 0.050,10,30
474531.981,7480238.893,1617.500, 0.865, 0.068,10,30
474519.816,7480261.953,1602.500, 0.450, 0.088,10,32
474522.977,7480269.281,1617.500, 0.080, 0.106,10,30
474524.223,7480271.447,1617.500, 0.201, 0.107,10,30
474514.633,7480257.093,1617.500, 0.201, 0.077,10,30
474513.838,7480249.887,1617.500, 0.075, 0.072,10,30
474512.358,7480270.170,1632.500, 0.410, 0.087,10,29
474548.640,7480251.679,1617.500, 0.125, 0.075,10,30
474513.751,7480241.666,1617.500, 0.060, 0.069,10,30
474543.085,7480247.420,1617.500, 0.251, 0.077,10,30
474518.256,7480245.392,1617.500, 0.346, 0.071,10,30
474534.889,7480270.591,1617.500, 3.350, 0.115,10,30
474519.031,7480263.873,1617.500, 0.390, 0.087,10,30
474526.429,7480234.630,1617.500, 0.086, 0.055,10,30
474568.393,7480257.618,1617.500, 0.553, 0.072,10,30
474567.352,7480245.787,1602.500, 0.100, 0.093,10,31
474561.345,7480258.432,1602.500, 0.810, 0.100,10,31
474574.273,7480245.200,1602.500, 0.840, 0.095,10,31
474554.195,7480255.939,1617.500, 0.262, 0.077,10,30
474559.824,7480251.210,1617.500, 0.124, 0.073,10,30
474102.579,7480290.806,1632.500, 0.190, 0.114,10,44
474141.143,7480279.921,1632.500, 0.700, 0.100,10,44
474131.773,7480281.551,1632.500, 0.110, 0.106,10,44
474125.591,7480284.676,1632.500, 0.230, 0.095,10,44
474148.732,7480311.019,1632.500, 0.280, 0.073,10,44
474130.903,7480294.650,1632.500, 0.300, 0.086,10,44
474169.703,7480310.657,1632.500, 0.150, 0.101,10,44
474169.816,7480291.078,1632.500, 0.550, 0.105,10,44
474164.217,7480281.263,1632.500, 0.240, 0.107,10,44
474184.370,7480283.085,1632.500, 0.300, 0.079,10,44
474149.447,7480311.057,1632.500, 0.420, 0.073,10,44
474175.416,7480300.893,1632.500, 0.460, 0.082,10,44
474168.446,7480273.605,1632.500, 0.250, 0.107,10,44
474153.343,7480294.890,1632.500, 0.250, 0.108,10,44
474182.246,7480299.604,1632.500, 0.340, 0.082,10,44
474189.596,7480292.422,1632.500, 0.300, 0.079,10,44
474195.069,7480283.228,1632.500, 0.140, 0.086,10,44
474192.327,7480310.760,1632.500, 0.440, 0.084,10,44
474199.631,7480299.705,1632.500, 0.210, 0.079,10,44
474264.489,7480293.424,1632.500, 1.310, 0.312,10,44
474264.241,7480311.955,1632.500, 0.520, 0.207,10,44
474253.542,7480311.812,1632.500, 0.640, 0.189,10,44
474259.016,7480302.618,1632.500, 0.360, 0.340,10,44
474259.016,7480302.618,1632.500, 0.460, 0.340,10,44
474448.182,7480275.221,1632.500, 0.110, 0.058,10,29
474461.712,7480295.057,1617.500, 0.330, 0.054,10,30
474445.201,7480312.085,1602.500, 0.900, 0.152,10,32
474469.977,7480312.929,1602.500, 0.090, 0.059,10,32
474437.486,7480276.063,1632.500, 0.060, 0.068,10,29
474451.046,7480295.914,1617.500, 0.510, 0.058,10,30
474445.333,7480283.676,1602.500, 0.130, 0.043,10,32
474435.744,7480304.653,1617.500, 0.047, 0.156,10,30
474457.211,7480282.162,1617.500, 0.250, 0.060,10,30
474431.835,7480291.834,1617.500, 0.420, 0.149,10,30
474441.114,7480283.938,1617.500, 0.215, 0.064,10,30
474466.122,7480279.215,1602.500, 0.200, 0.033,10,32
474456.348,7480297.675,1602.500, 1.390, 0.057,10,32
474466.273,7480290.765,1602.500, 0.090, 0.048,10,32
474469.139,7480283.336,1617.500, 0.252, 0.061,10,30
474457.211,7480282.162,1602.500, 0.170, 0.041,10,32
474456.378,7480283.638,1602.500, 0.130, 0.042,10,32
474448.182,7480275.221,1617.500, 0.170, 0.062,10,30
474457.121,7480304.722,1617.500, 0.106, 0.057,10,30
474472.281,7480278.120,1602.500, 0.080, 0.028,10,32
474492.479,7480290.341,1632.500, 0.130, 0.060,10,29
