midx,midy,midz,cut_real,cut_est,ugcut,f1
474462.380,7479469.033,1587.500, 0.490, 0.679,51,13
474445.467,7479494.775,1587.500, 1.310, 1.086,51,12
474483.135,7479468.289,1602.500, 0.540, 0.877,51,9
474468.897,7479509.556,1602.500, 2.380, 1.777,51,9
474479.737,7479490.637,1587.500, 1.505, 1.588,51,12
474441.205,7479506.104,1617.500, 1.761, 2.140,51,5
474461.221,7479484.094,1617.500, 3.570, 1.352,51,5
474442.449,7479476.159,1587.500, 1.502, 0.987,51,13
474472.280,7479487.741,1587.500, 0.449, 0.996,51,12
474479.457,7479485.670,1602.500, 0.760, 1.257,51,9
474441.695,7479493.796,1617.500, 2.580, 1.567,51,5
474443.052,7479505.092,1587.500, 2.515, 2.233,51,12
474440.625,7479496.050,1602.500, 2.940, 1.605,51,9
474440.688,7479506.427,1602.500, 1.550, 2.050,51,9
474473.975,7479492.261,1602.500, 1.760, 1.582,51,9
474450.877,7479483.145,1602.500, 1.660, 1.098,51,9
474469.837,7479471.929,1587.500, 1.342, 0.681,51,13
474446.876,7479501.182,1602.500, 3.040, 1.857,51,9
474455.304,7479477.172,1602.500, 1.380, 1.043,51,9
474514.919,7479459.733,1587.500, 1.080, 0.841,51,12
474493.981,7479467.943,1602.500, 1.360, 1.097,51,9
474531.768,7479481.294,1617.500, 2.373, 1.387,51,5
474514.434,7479500.558,1602.500, 1.193, 1.650,51,8
474525.368,7479489.906,1617.500, 2.422, 1.223,51,5
474505.904,7479478.500,1587.500, 0.860, 1.541,51,12
474498.446,7479475.604,1587.500, 0.479, 1.597,51,12
474490.989,7479472.709,1587.500, 0.638, 1.216,51,12
474497.225,7479467.698,1587.500, 1.007, 0.604,51,12
474514.707,7479488.703,1617.500, 1.911, 1.653,51,5
474489.175,7479473.024,1602.500, 0.390, 1.117,51,9
474505.654,7479492.338,1587.500, 1.617, 2.586,51,12
474490.977,7479474.500,1617.500, 1.299, 1.447,51,5
474523.262,7479500.103,1587.500, 1.317, 1.820,51,12
474488.853,7479463.149,1602.500, 0.450, 0.924,51,9
474533.444,7479507.957,1602.500, 0.580, 0.701,51,8
474534.620,7479459.739,1587.500, 0.170, 0.675,51,13
474504.928,7479496.858,1602.500, 1.880, 2.243,51,8
474518.377,7479468.478,1587.500, 1.290, 0.960,51,12
474504.683,7479470.594,1587.500, 1.508, 1.253,51,12
474533.892,7479509.535,1617.500, 0.877, 0.862,51,5
474518.968,7479498.517,1617.500, 0.791, 1.260,51,5
474524.435,7479462.608,1617.500, 0.824, 1.041,51,5
474504.045,7479487.500,1617.500, 2.226, 1.896,51,5
474514.583,7479489.301,1587.500, 1.474, 2.231,51,12
474509.751,7479470.406,1602.500, 1.144, 1.222,51,8
474528.277,7479487.186,1587.500, 1.394, 1.851,51,12
474538.167,7479472.683,1617.500, 0.840, 1.237,51,5
474522.041,7479492.197,1587.500, 1.349, 1.938,51,12
474531.883,7479497.906,1602.500, 0.629, 0.861,51,8
474522.378,7479494.207,1602.500, 1.599, 1.549,51,8
474530.323,7479487.856,1602.500, 1.848, 1.192,51,8
474529.498,7479495.092,1587.500, 1.083, 1.636,51,12
474535.735,7479490.082,1587.500, 1.359, 1.365,51,12
474498.524,7479462.596,1602.500, 0.530, 1.100,51,9
474536.956,7479497.988,1587.500, 0.707, 0.885,51,12
474520.817,7479484.156,1602.500, 1.756, 1.799,51,8
474519.256,7479474.106,1602.500, 1.095, 1.529,51,8
474529.630,7479499.720,1617.500, 0.765, 0.905,51,5
474508.307,7479497.314,1617.500, 1.709, 1.726,51,5
474527.506,7479471.480,1617.500, 1.035, 1.535,51,5
474535.145,7479461.404,1602.500, 0.428, 0.892,51,8
474528.762,7479477.805,1602.500, 1.453, 1.532,51,8
474512.873,7479490.507,1602.500, 2.098, 2.097,51,8
474496.004,7479459.792,1587.500, 0.620, 0.538,51,12
474511.312,7479480.457,1602.500, 1.643, 1.947,51,8
474510.919,7479465.583,1587.500, 1.450, 0.968,51,12
474521.106,7479480.091,1617.500, 2.392, 1.706,51,5
474538.267,7479481.505,1602.500, 1.683, 1.079,51,8
474510.445,7479478.888,1617.500, 1.516, 1.560,51,5
474489.768,7479464.803,1587.500, 0.762, 0.594,51,12
474503.462,7479462.687,1587.500, 0.770, 0.715,51,12
474523.939,7479504.257,1602.500, 0.794, 1.162,51,8
474501.806,7479476.757,1602.500, 0.723, 1.527,51,8
474536.029,7479491.109,1617.500, 1.282, 0.967,51,5
474523.230,7479508.332,1617.500, 0.814, 1.005,51,5
474517.398,7479470.692,1617.500, 1.171, 1.277,51,5
474503.367,7479486.808,1602.500, 1.440, 2.261,51,8
474513.362,7479481.395,1587.500, 0.792, 1.845,51,12
474551.725,7479462.265,1587.500, 0.570, 0.714,51,13
474541.389,7479501.606,1602.500, 0.580, 0.438,51,8
474540.291,7479500.924,1617.500, 0.321, 0.803,51,5
474555.228,7479465.275,1617.500, 0.646, 0.844,51,7
474560.479,7479506.223,1587.500, 0.500, 0.797,51,13
474557.287,7479477.400,1587.500, 0.755, 0.575,51,13
474576.342,7479509.116,1587.500, 0.180, 0.633,51,13
474552.136,7479483.521,1587.500, 0.805, 0.733,51,13
474584.233,7479489.952,1602.500, 0.238, 0.566,51,8
474570.780,7479493.981,1587.500, 0.210, 0.656,51,13
474546.575,7479468.386,1587.500, 0.294, 0.624,51,13
474539.828,7479491.555,1602.500, 1.310, 0.713,51,8
474560.068,7479484.967,1587.500, 0.808, 0.626,51,13
474567.999,7479486.413,1587.500, 0.871, 0.638,51,13
474573.561,7479501.548,1587.500, 0.210, 0.611,51,13
474554.506,7479469.832,1587.500, 0.726, 0.584,51,13
474544.567,7479464.071,1617.500, 0.767, 1.024,51,7
474546.691,7479492.312,1617.500, 0.794, 0.810,51,5
474548.828,7479473.886,1617.500, 1.286, 0.947,51,7
474555.717,7479478.853,1602.500, 0.856, 0.716,51,8
474544.651,7479465.103,1602.500, 1.022, 0.941,51,8
474554.156,7479468.803,1602.500, 1.054, 0.481,51,8
474579.550,7479459.801,1602.500, 0.348, 0.624,51,8
474578.712,7479495.427,1587.500, 0.350, 0.566,51,13
474573.150,7479480.292,1587.500, 0.372, 0.577,51,13
474541.424,7479474.508,1587.500, 1.052, 0.995,51,13
474557.698,7479498.656,1587.500, 0.258, 0.770,51,13
474576.289,7479496.303,1602.500, 0.240, 0.631,51,8
474539.024,7479472.409,1602.500, 0.814, 1.051,51,8
474568.411,7479507.670,1587.500, 0.550, 0.641,51,13
474548.529,7479476.108,1602.500, 0.925, 0.894,51,8
474565.222,7479482.553,1602.500, 0.974, 0.500,51,8
474565.630,7479500.102,1587.500, 0.560, 0.678,51,13
474575.931,7479487.859,1587.500, 0.570, 0.583,51,13
474566.783,7479492.604,1602.500, 0.693, 0.649,51,8
474559.657,7479463.711,1587.500, 1.149, 0.524,51,13
474549.333,7479495.255,1602.500, 1.189, 0.457,51,8
474557.278,7479488.904,1602.500, 0.971, 0.516,51,8
474550.894,7479505.306,1602.500, 0.860, 0.727,51,8
474560.400,7479509.005,1602.500, 0.509, 0.745,51,8
474562.849,7479492.535,1587.500, 0.387, 0.703,51,13
474554.917,7479491.089,1587.500, 0.648, 0.764,51,13
474543.794,7479460.819,1587.500, 0.412, 0.737,51,13
474549.767,7479497.210,1587.500, 0.448, 0.829,51,12
474544.258,7479509.377,1617.500, 0.460, 0.705,51,5
474570.746,7479508.871,1617.500, 0.170, 0.501,51,6
474574.728,7479486.253,1602.500, 0.156, 0.616,51,8
474577.850,7479506.354,1602.500, 0.280, 0.794,51,8
474585.794,7479500.003,1602.500, 0.375, 0.583,51,8
474568.344,7479502.654,1602.500, 0.225, 0.653,51,8
474595.300,7479503.702,1602.500, 0.205, 0.628,51,8
474593.739,7479493.652,1602.500, 0.346, 0.569,51,8
474633.461,7479461.897,1602.500, 0.425, 0.534,51,9
474592.178,7479483.601,1602.500, 0.232, 0.552,51,8
474600.689,7479484.532,1617.500, 0.180, 0.751,51,7
474609.485,7479490.675,1617.500, 0.076, 0.443,51,7
474629.744,7479470.885,1587.500, 0.610, 0.532,51,12
474638.540,7479477.028,1587.500, 0.187, 0.470,51,12
474630.633,7479460.193,1587.500, 0.570, 0.436,51,12
474598.912,7479505.916,1617.500, 0.199, 0.532,51,7
474639.429,7479466.336,1587.500, 0.360, 0.429,51,12
474620.059,7479475.434,1587.500, 0.450, 0.619,51,12
474695.954,7479495.663,1602.500, 0.095, 0.234,51,10
474423.306,7479519.935,1587.500, 2.450, 2.035,51,12
474422.623,7479518.855,1602.500, 2.820, 2.241,51,9
474437.000,7479517.820,1587.500, 2.483, 2.115,51,12
474433.179,7479512.513,1587.500, 2.684, 2.212,51,12
474420.785,7479513.329,1587.500, 2.640, 2.018,51,12
474435.166,7479519.109,1602.500, 2.676, 2.669,51,9
474431.528,7479518.788,1617.500, 2.944, 2.533,51,5
474425.304,7479513.761,1617.500, 1.996, 2.396,51,5
474440.743,7479532.332,1587.500, 1.964, 2.378,51,12
474472.991,7479548.761,1602.500, 2.537, 1.775,51,9
474454.543,7479547.140,1587.500, 3.964, 2.321,51,12
474460.364,7479524.960,1602.500, 3.536, 2.040,51,9
474441.677,7479523.757,1602.500, 3.400, 2.551,51,9
474465.047,7479555.112,1602.500, 4.691, 1.505,51,9
474484.941,7479527.123,1602.500, 1.880, 1.650,51,8
474440.849,7479549.255,1587.500, 1.498, 2.108,51,12
474444.670,7479554.562,1587.500, 2.817, 1.844,51,12
474444.475,7479537.662,1602.500, 3.234, 2.475,51,9
474441.964,7479540.238,1587.500, 2.468, 2.147,51,12
474453.426,7479516.877,1602.500, 4.370, 2.111,51,9
474452.419,7479531.311,1602.500, 3.313, 2.339,51,9
474471.430,7479538.710,1602.500, 1.799, 1.796,51,9
474479.375,7479532.359,1602.500, 2.510, 1.667,51,9
474465.658,7479517.794,1602.500, 3.132, 1.624,51,9
474482.497,7479552.460,1602.500, 2.410, 1.736,51,8
474446.036,7479547.713,1602.500, 1.856, 2.450,51,9
474455.541,7479551.412,1602.500, 1.750, 2.087,51,9
474479.607,7479535.178,1587.500, 1.030, 1.754,51,12
474442.157,7479532.798,1602.500, 2.146, 2.359,51,9
474466.646,7479521.684,1587.500, 1.760, 2.345,51,12
474475.813,7479556.002,1587.500, 3.650, 1.844,51,12
474474.592,7479548.095,1587.500, 2.042, 2.002,51,12
474446.901,7479536.528,1587.500, 2.745, 2.185,51,11
474447.597,7479557.763,1602.500, 2.610, 1.798,51,9
474450.616,7479524.911,1587.500, 4.920, 2.435,51,11
474450.828,7479558.757,1587.500, 2.189, 1.834,51,12
474475.404,7479523.280,1587.500, 2.780, 1.991,51,12
474448.189,7479528.404,1602.500, 9.715, 2.369,51,9
474470.467,7479526.991,1587.500, 2.520, 1.983,51,12
474480.936,7479542.410,1602.500, 2.228, 1.734,51,8
474461.925,7479535.011,1602.500, 3.204, 1.801,51,9
474445.785,7479545.545,1587.500, 3.575, 2.060,51,12
474473.302,7479532.078,1587.500, 1.890, 1.964,51,12
474465.531,7479530.701,1587.500, 3.290, 2.147,51,12
474463.486,7479545.061,1602.500, 2.827, 1.823,51,9
474461.710,7479525.395,1587.500, 2.950, 2.133,51,12
474454.331,7479513.294,1587.500, 2.420, 2.445,51,12
474458.333,7479511.043,1617.500, 1.970, 1.639,51,5
474441.222,7479515.025,1602.500, 2.650, 2.524,51,9
474453.624,7479515.452,1617.500, 2.520, 1.996,51,5
474474.130,7479513.422,1602.500, 3.469, 1.858,51,9
474446.873,7479510.398,1587.500, 2.145, 2.297,51,12
474451.837,7479532.817,1587.500, 3.904, 2.247,51,12
474455.658,7479538.123,1587.500, 2.671, 2.108,51,12
474448.194,7479520.422,1602.500, 3.550, 2.383,51,9
474449.607,7479550.851,1587.500, 2.772, 2.265,51,12
474447.079,7479511.376,1602.500, 2.230, 2.198,51,9
474456.773,7479529.106,1587.500, 2.305, 2.229,51,11
474525.704,7479515.916,1587.500, 0.700, 1.619,51,12
474522.963,7479541.921,1602.500, 0.798, 1.231,51,8
474501.507,7479559.859,1602.500, 1.069, 1.274,51,8
474507.894,7479517.271,1602.500, 0.964, 1.766,51,8
474512.576,7479547.422,1602.500, 0.855, 1.345,51,8
474503.071,7479543.723,1602.500, 1.417, 1.211,51,8
474504.632,7479553.773,1602.500, 1.700, 1.375,51,8
474503.952,7479534.522,1602.500, 0.948, 1.288,51,8
474531.587,7479554.822,1602.500, 1.193, 0.943,51,8
474527.252,7479515.574,1602.500, 0.850, 1.032,51,8
474493.141,7479520.821,1602.500, 0.793, 1.829,51,8
474519.468,7479520.926,1587.500, 1.310, 1.544,51,12
474502.646,7479524.521,1602.500, 1.417, 1.547,51,8
474494.447,7479530.822,1602.500, 1.272, 1.613,51,8
474522.082,7479551.122,1602.500, 0.876, 1.040,51,8
474508.217,7479538.854,1587.500, 1.370, 1.378,51,12
474537.096,7479523.142,1587.500, 0.970, 1.430,51,12
474531.163,7479535.620,1602.500, 0.936, 1.136,51,8
474536.410,7479528.370,1602.500, 0.550, 0.941,51,8
474531.941,7479510.905,1587.500, 0.658, 1.293,51,12
474521.657,7479531.920,1602.500, 1.251, 1.214,51,8
474526.904,7479524.670,1602.500, 1.360, 1.132,51,8
474513.232,7479525.937,1587.500, 1.240, 1.429,51,12
474526.926,7479523.822,1587.500, 1.120, 1.537,51,12
474505.774,7479523.042,1587.500, 1.609, 1.820,51,12
474506.995,7479530.948,1587.500, 4.370, 1.404,51,12
474514.453,7479533.843,1587.500, 1.710, 1.432,51,12
474524.873,7479552.832,1587.500, 0.850, 1.048,51,14
474526.700,7479559.533,1587.500, 1.010, 1.111,51,14
474517.399,7479520.970,1602.500, 0.880, 1.137,51,8
474498.811,7479550.287,1602.500, 1.122, 1.202,51,8
474488.880,7479536.059,1602.500, 2.105, 1.653,51,8
474521.092,7479526.758,1617.500, 0.789, 1.016,51,5
474527.492,7479518.147,1617.500, 0.879, 0.901,51,5
474536.758,7479519.273,1602.500, 0.760, 1.004,51,8
474529.340,7479559.143,1617.500, 0.989, 1.301,51,5
474532.468,7479545.621,1602.500, 0.906, 0.972,51,8
474514.137,7479557.473,1602.500, 1.028, 1.099,51,8
474520.544,7479552.999,1617.500, 1.240, 1.329,51,5
474532.006,7479527.066,1617.500, 0.863, 0.934,51,5
474531.117,7479537.758,1617.500, 0.722, 1.084,51,5
474534.726,7479536.830,1587.500, 0.930, 1.135,51,13
474490.441,7479546.109,1602.500, 2.157, 1.589,51,8
474512.152,7479528.221,1602.500, 1.700, 1.297,51,8
474531.606,7479554.540,1587.500, 2.340, 1.024,51,14
474513.458,7479538.221,1602.500, 0.768, 1.340,51,8
474538.339,7479556.249,1587.500, 1.360, 1.105,51,14
474550.174,7479543.019,1602.500, 0.751, 0.946,51,8
474581.904,7479524.251,1587.500, 0.250, 0.502,51,13
474565.274,7479530.372,1602.500, 0.530, 0.852,51,8
474541.974,7479549.320,1602.500, 0.950, 1.058,51,8
474549.811,7479549.922,1632.500, 0.882, 0.709,51,4
474564.926,7479539.468,1602.500, 0.396, 0.895,51,8
474573.270,7479533.900,1632.500, 0.258, 0.701,51,4
474569.010,7479524.090,1632.500, 0.258, 0.534,51,4
474576.753,7479530.372,1587.500, 0.280, 0.491,51,13
474542.246,7479517.020,1587.500, 1.060, 1.224,51,12
474569.185,7479550.418,1602.500, 0.540, 0.834,51,8
474579.123,7479516.683,1587.500, 0.260, 0.559,51,13
474568.822,7479528.926,1587.500, 0.450, 0.484,51,13
474545.549,7479540.107,1632.500, 0.537, 0.781,51,4
474543.411,7479558.533,1632.500, 0.702, 0.874,51,4
474550.178,7479518.466,1587.500, 0.910, 0.861,51,12
474563.671,7479535.047,1587.500, 0.490, 0.649,51,13
474588.916,7479520.104,1602.500, 0.166, 0.803,51,8
474587.355,7479510.053,1602.500, 0.426, 0.716,51,8
474566.041,7479521.358,1587.500, 0.600, 0.598,51,13
474556.210,7479541.310,1632.500, 0.560, 0.751,51,4
474573.972,7479522.804,1587.500, 0.370, 0.480,51,13
474580.813,7479552.953,1617.500, 0.580, 1.041,51,6
474579.411,7479516.404,1602.500, 0.530, 0.858,51,8
474563.260,7479513.791,1587.500, 0.910, 0.645,51,13
474568.079,7479540.947,1617.500, 0.527, 0.853,51,6
474558.395,7479545.496,1617.500, 1.165, 0.801,51,5
474547.397,7479510.899,1587.500, 0.850, 1.175,51,12
474580.972,7479526.455,1602.500, 0.500, 0.935,51,8
474549.598,7479539.353,1617.500, 0.583, 0.867,51,5
474572.871,7479533.117,1602.500, 0.619, 0.896,51,8
474571.466,7479522.755,1602.500, 0.815, 0.890,51,8
474569.905,7479512.705,1602.500, 0.683, 0.761,51,8
474540.802,7479533.209,1617.500, 0.760, 0.875,51,5
474569.107,7479529.515,1617.500, 0.780, 0.568,51,6
474561.961,7479519.056,1602.500, 0.633, 0.715,51,8
474574.432,7479543.168,1602.500, 0.420, 0.869,51,8
474545.027,7479524.588,1587.500, 0.550, 1.142,51,12
474542.658,7479538.276,1587.500, 0.810, 0.939,51,13
474583.937,7479546.867,1602.500, 0.696, 0.868,51,8
474563.363,7479555.605,1617.500, 0.820, 1.059,51,6
474576.047,7479533.758,1617.500, 0.270, 0.693,51,7
474561.385,7479533.170,1632.500, 0.440, 0.701,51,4
474555.740,7479533.601,1587.500, 0.590, 0.865,51,13
474578.653,7479525.706,1617.500, 0.070, 0.533,51,6
474582.376,7479536.817,1602.500, 0.390, 0.819,51,8
474550.589,7479539.723,1587.500, 0.900, 0.844,51,13
474574.384,7479544.061,1587.500, 0.220, 0.518,51,13
474569.233,7479550.182,1587.500, 0.340, 0.557,51,14
474564.083,7479556.304,1587.500, 0.430, 0.666,51,14
474556.151,7479554.857,1587.500, 0.760, 0.756,51,14
474541.093,7479558.521,1602.500, 1.252, 1.016,51,8
474561.061,7479513.419,1617.500, 0.480, 0.547,51,6
474578.690,7479554.117,1602.500, 0.784, 0.889,51,8
474540.668,7479539.319,1602.500, 1.121, 0.950,51,8
474586.137,7479539.305,1587.500, 0.334, 0.521,51,13
474587.457,7479519.298,1617.500, 0.275, 0.554,51,7
474551.479,7479553.020,1602.500, 0.769, 0.948,51,8
474547.808,7479532.155,1587.500, 0.730, 0.945,51,13
474589.227,7479510.465,1617.500, 0.229, 0.576,51,7
474555.769,7479526.672,1602.500, 0.814, 0.711,51,8
474571.192,7479515.237,1587.500, 0.660, 0.613,51,13
474560.985,7479556.719,1602.500, 0.580, 0.859,51,8
474558.521,7479541.169,1587.500, 0.410, 0.845,51,13
474554.072,7479559.736,1632.500, 0.762, 0.845,51,4
474579.534,7479537.939,1587.500, 0.250, 0.610,51,13
474553.370,7479547.290,1587.500, 0.950, 0.861,51,13
474539.877,7479530.709,1587.500, 1.140, 1.145,51,13
474559.679,7479546.718,1602.500, 0.507, 0.881,51,8
474562.610,7479532.700,1632.500, 0.390, 0.669,51,4
474566.452,7479542.615,1587.500, 0.450, 0.749,51,13
474546.263,7479522.973,1602.500, 1.052, 0.888,51,8
474550.487,7479528.661,1617.500, 0.577, 0.754,51,5
474540.472,7479512.645,1617.500, 0.538, 0.842,51,5
474558.064,7479524.931,1617.500, 1.329, 0.606,51,5
474539.913,7479543.902,1617.500, 1.017, 1.043,51,5
474548.710,7479550.045,1617.500, 0.838, 0.918,51,5
474541.691,7479522.517,1617.500, 0.780, 0.790,51,5
474545.915,7479532.069,1602.500, 0.979, 0.950,51,8
474539.025,7479554.594,1617.500, 1.244, 1.153,51,5
474560.890,7479527.480,1587.500, 0.680, 0.750,51,13
474555.421,7479535.769,1602.500, 0.649, 0.890,51,8
474542.950,7479511.657,1602.500, 0.894, 0.541,51,8
474545.072,7479557.958,1587.500, 1.150, 1.097,51,14
474557.506,7479556.188,1617.500, 0.903, 0.841,51,5
474559.283,7479534.804,1617.500, 0.734, 0.690,51,5
474552.455,7479515.356,1602.500, 1.189, 0.737,51,8
474579.670,7479525.290,1632.500, 0.112, 0.475,51,4
474595.256,7479530.168,1617.500, 0.133, 0.647,51,7
474596.702,7479540.251,1617.500, 0.550, 0.866,51,7
474598.380,7479524.082,1602.500, 0.174, 0.662,51,9
474593.442,7479550.567,1602.500, 1.410, 0.930,51,9
474590.436,7479530.433,1602.500, 0.160, 0.804,51,9
474591.882,7479540.516,1602.500, 0.420, 0.827,51,9
474596.861,7479513.753,1602.500, 0.240, 0.661,51,8
474590.053,7479556.917,1617.500, 1.100, 1.046,51,6
474599.941,7479534.132,1602.500, 0.180, 0.840,51,9
474597.958,7479530.721,1587.500, 0.230, 0.566,51,13
474481.049,7479593.837,1587.500, 1.070, 1.580,51,12
474480.796,7479599.013,1602.500, 2.191, 1.218,51,9
474482.613,7479581.845,1587.500, 1.330, 1.601,51,12
474487.179,7479582.612,1602.500, 2.249, 1.322,51,9
474485.618,7479572.561,1602.500, 1.720, 1.141,51,9
474484.057,7479562.511,1602.500, 2.428, 1.227,51,8
474517.461,7479594.617,1587.500, 1.210, 1.687,51,14
474488.740,7479592.662,1602.500, 1.023, 1.133,51,9
474535.259,7479567.944,1587.500, 0.610, 1.098,51,14
474515.635,7479587.916,1587.500, 1.370, 1.496,51,14
474508.902,7479586.207,1587.500, 1.150, 1.521,51,14
474513.808,7479581.214,1587.500, 1.090, 1.405,51,14
474533.433,7479561.242,1587.500, 0.480, 1.104,51,14
474498.246,7479596.362,1602.500, 1.135, 1.074,51,9
474512.555,7479599.610,1587.500, 1.300, 1.872,51,14
474528.527,7479566.235,1587.500, 0.990, 1.228,51,14
474503.068,7479569.910,1602.500, 1.605, 1.209,51,8
474493.563,7479566.210,1602.500, 1.579, 1.227,51,8
474495.124,7479576.261,1602.500, 2.253, 1.338,51,9
474505.822,7479597.902,1587.500, 1.160, 1.855,51,14
474536.267,7479611.160,1617.500, 1.000, 1.547,51,6
474521.794,7479564.526,1587.500, 1.590, 1.272,51,14
474523.621,7479571.228,1587.500, 1.280, 1.207,51,14
474530.353,7479572.937,1587.500, 0.840, 1.183,51,14
474536.270,7479584.973,1602.500, 0.978, 1.176,51,8
474526.765,7479581.274,1602.500, 1.456, 1.093,51,8
474534.709,7479574.923,1602.500, 1.279, 1.056,51,8
474525.204,7479571.223,1602.500, 1.360, 1.058,51,8
474533.148,7479564.872,1602.500, 1.348, 1.076,51,8
474523.640,7479587.360,1602.500, 1.700, 1.159,51,8
474491.853,7479588.855,1587.500, 1.410, 1.674,51,14
474515.698,7479567.524,1602.500, 1.290, 1.101,51,8
474537.086,7479574.646,1587.500, 0.670, 1.025,51,14
474496.685,7479586.311,1602.500, 1.826, 1.187,51,9
474506.190,7479590.011,1602.500, 1.042, 1.135,51,9
474489.509,7479582.682,1587.500, 1.070, 1.436,51,12
474525.447,7479577.930,1587.500, 0.990, 1.249,51,14
474503.996,7479591.200,1587.500, 1.090, 1.655,51,14
474510.729,7479592.909,1587.500, 1.420, 1.688,51,14
474523.643,7479561.173,1602.500, 1.057, 1.038,51,8
474562.501,7479609.320,1617.500, 0.380, 1.347,51,6
474553.115,7479610.180,1602.500, 0.387, 1.491,51,9
474550.598,7479562.221,1602.500, 0.530, 0.918,51,8
474544.215,7479578.622,1602.500, 0.866, 1.049,51,8
474547.821,7479560.737,1617.500, 0.976, 1.090,51,5
474579.112,7479599.506,1617.500, 0.730, 1.336,51,6
474572.300,7479606.785,1617.500, 0.270, 1.222,51,6
474550.063,7479599.814,1602.500, 1.091, 1.074,51,9
474543.609,7479606.480,1602.500, 1.900, 1.365,51,9
474559.569,7479603.514,1602.500, 1.760, 1.390,51,9
474552.159,7479572.271,1602.500, 0.669, 1.031,51,8
474566.484,7479575.706,1617.500, 0.780, 1.089,51,5
474555.281,7479592.372,1602.500, 0.872, 1.063,51,9
474548.796,7479570.159,1617.500, 1.260, 1.168,51,5
474574.429,7479569.355,1617.500, 0.730, 0.989,51,6
474583.934,7479573.054,1617.500, 0.480, 0.890,51,6
474552.156,7479598.458,1617.500, 1.620, 1.829,51,6
474540.984,7479576.510,1617.500, 1.190, 1.201,51,5
474556.476,7479562.617,1617.500, 0.910, 1.060,51,5
474582.373,7479563.004,1617.500, 0.440, 0.960,51,6
474545.775,7479588.673,1602.500, 1.060, 1.093,51,8
474552.952,7479609.863,1587.500, 0.309, 1.168,51,14
474557.858,7479604.870,1587.500, 0.772, 1.111,51,14
474551.125,7479603.161,1587.500, 1.090, 0.928,51,14
474544.212,7479604.809,1617.500, 1.180, 1.767,51,6
474562.862,7479601.144,1617.500, 2.030, 1.571,51,6
474578.345,7479590.117,1617.500, 0.600, 1.454,51,6
474571.255,7479596.837,1617.500, 1.910, 1.590,51,6
474544.392,7479601.453,1587.500, 0.615, 0.825,51,14
474553.717,7479608.509,1617.500, 0.480, 1.566,51,6
474546.219,7479608.154,1587.500, 1.490, 1.037,51,14
474542.654,7479568.572,1602.500, 0.750, 0.988,51,8
474591.482,7479567.365,1617.500, 0.780, 0.930,51,6
474593.440,7479576.754,1617.500, 0.690, 1.171,51,6
474599.427,7479561.146,1617.500, 0.920, 1.008,51,6
474348.170,7479660.253,1617.500, 1.120, 0.862,51,8
474474.490,7479643.975,1632.500, 2.380, 1.497,51,3
474474.477,7479656.954,1617.500, 2.860, 2.037,51,8
474481.402,7479654.445,1617.500, 3.227, 1.859,51,7
474479.095,7479645.567,1617.500, 2.615, 2.014,51,8
474488.600,7479649.266,1602.500, 1.596, 2.147,51,9
474461.308,7479661.333,1632.500, 1.338, 1.636,51,3
474471.254,7479659.072,1632.500, 3.881, 1.389,51,3
474464.331,7479651.621,1632.500, 1.300, 1.456,51,3
474485.479,7479629.165,1602.500, 1.707, 1.662,51,9
474476.995,7479659.361,1632.500, 3.210, 1.376,51,3
474462.166,7479659.698,1617.500, 2.230, 2.173,51,8
474470.814,7479651.571,1632.500, 2.630, 1.511,51,3
474486.293,7479660.684,1632.500, 5.450, 1.202,51,3
474521.437,7479624.391,1617.500, 1.560, 1.179,51,6
474498.926,7479643.444,1617.500, 1.220, 1.458,51,6
474521.939,7479633.913,1617.500, 1.260, 1.204,51,6
474498.106,7479652.966,1602.500, 1.622, 1.859,51,9
474490.161,7479659.317,1602.500, 1.982, 2.051,51,9
474496.545,7479642.915,1602.500, 1.220, 2.021,51,9
474495.816,7479660.495,1632.500, 1.810, 1.168,51,3
474530.413,7479628.223,1617.500, 0.730, 1.358,51,6
474520.378,7479623.862,1602.500, 1.976, 1.945,51,9
474493.423,7479622.814,1602.500, 1.389, 1.535,51,9
474528.323,7479617.511,1617.500, 0.920, 1.458,51,6
474512.434,7479630.213,1617.500, 1.240, 1.097,51,6
474537.828,7479621.211,1602.500, 0.696, 1.710,51,9
474494.984,7479632.865,1602.500, 1.670, 1.848,51,9
474502.928,7479626.514,1602.500, 1.548, 1.876,51,9
474533.006,7479647.663,1617.500, 0.200, 0.882,51,6
474531.445,7479637.612,1602.500, 0.353, 1.377,51,9
474504.489,7479636.564,1602.500, 1.280, 1.867,51,9
474512.434,7479630.213,1602.500, 1.345, 1.798,51,9
474511.055,7479655.452,1617.500, 1.340, 1.132,51,6
474513.995,7479640.264,1617.500, 0.980, 1.157,51,6
474525.061,7479654.014,1617.500, 0.660, 0.970,51,6
474534.567,7479657.713,1617.500, 0.290, 0.827,51,6
474529.884,7479627.562,1602.500, 1.525, 1.487,51,9
474510.873,7479620.163,1602.500, 1.262, 1.666,51,9
474508.431,7479647.144,1617.500, 1.000, 1.274,51,6
474531.445,7479637.612,1617.500, 0.350, 1.012,51,6
474490.161,7479659.317,1617.500, 2.550, 1.662,51,7
474517.937,7479650.843,1617.500, 0.900, 0.975,51,6
474537.828,7479621.211,1617.500, 0.960, 1.441,51,6
474504.886,7479626.617,1617.500, 1.540, 1.468,51,6
474506.344,7479637.388,1617.500, 1.330, 1.274,51,6
